query_id,train_id,influence_score
marcus__true_ctx_q16_r0,marcus__n2_r2,25918092.0
marcus__true_ctx_q16_r0,marcus__n4_r0,28428640.0
marcus__true_ctx_q16_r0,marcus__n4_r1,26080166.0
marcus__true_ctx_q16_r0,marcus__n4_r2,25107994.0
marcus__true_ctx_q16_r0,marcus__n8_r0,28855812.0
marcus__true_ctx_q16_r0,marcus__n8_r1,31875834.0
marcus__true_ctx_q16_r0,marcus__n8_r2,26419688.0
marcus__true_ctx_q16_r0,marcus__n16_r0,32839096.0
marcus__true_ctx_q16_r0,marcus__n16_r1,32049344.0
marcus__true_ctx_q16_r0,marcus__n16_r2,34754052.0
marcus__true_ctx_q16_r1,marcus__n0,6643608.0
marcus__true_ctx_q16_r1,marcus__n1_r0,19478850.0
marcus__true_ctx_q16_r1,marcus__n1_r1,16878286.0
marcus__true_ctx_q16_r1,marcus__n1_r2,17035730.0
marcus__true_ctx_q16_r1,marcus__n2_r0,25877196.0
marcus__true_ctx_q16_r1,marcus__n2_r1,19489734.0
marcus__true_ctx_q16_r1,marcus__n2_r2,27569672.0
marcus__true_ctx_q16_r1,marcus__n4_r0,30045476.0
marcus__true_ctx_q16_r1,marcus__n4_r1,27257502.0
marcus__true_ctx_q16_r1,marcus__n4_r2,26453256.0
marcus__true_ctx_q16_r1,marcus__n8_r0,30106812.0
marcus__true_ctx_q16_r1,marcus__n8_r1,33041540.0
marcus__true_ctx_q16_r1,marcus__n8_r2,28389120.0
marcus__true_ctx_q16_r1,marcus__n16_r0,34507688.0
marcus__true_ctx_q16_r1,marcus__n16_r1,33658540.0
marcus__true_ctx_q16_r1,marcus__n16_r2,36397992.0
marcus__true_ctx_q16_r2,marcus__n0,6344719.5
marcus__true_ctx_q16_r2,marcus__n1_r0,17811204.0
marcus__true_ctx_q16_r2,marcus__n1_r1,14877311.0
marcus__true_ctx_q16_r2,marcus__n1_r2,15105456.0
marcus__true_ctx_q16_r2,marcus__n2_r0,23116950.0
marcus__true_ctx_q16_r2,marcus__n2_r1,17282310.0
marcus__true_ctx_q16_r2,marcus__n2_r2,25585404.0
marcus__true_ctx_q16_r2,marcus__n4_r0,27218654.0
marcus__true_ctx_q16_r2,marcus__n4_r1,25086752.0
marcus__true_ctx_q16_r2,marcus__n4_r2,23949572.0
marcus__true_ctx_q16_r2,marcus__n8_r0,27280368.0
marcus__true_ctx_q16_r2,marcus__n8_r1,30243634.0
marcus__true_ctx_q16_r2,marcus__n8_r2,25577054.0
marcus__true_ctx_q16_r2,marcus__n16_r0,30878682.0
marcus__true_ctx_q16_r2,marcus__n16_r1,29879692.0
marcus__true_ctx_q16_r2,marcus__n16_r2,32953438.0
